0,214.3714951519805
1,161.25825190152523
2,153.09714056190086
3,144.1446528983001
4,133.46889550766508
5,128.3969750482679
6,121.17689222621458
7,114.96400122527339
8,105.91543001552711
9,98.54038115054513
10,93.63293493703944
11,84.2688476525643
12,73.97002912512148
13,68.8373147678836
14,78.54323994364715
15,60.654739315383104
16,53.31538220096901
17,59.825977983336514
18,50.033475761597856
19,46.05627226345781
20,44.67559888443509
21,44.24663834042019
22,39.83712308118885
23,37.12293450175852
24,36.582802327473956
25,39.11484557442043
26,33.39351068211062
27,29.223828388527394
28,29.160634199317528
29,29.428395990933772
30,27.855253836037456
31,26.142674860746965
32,26.569581475925908
33,24.870468277401393
34,23.280190311653026
35,23.57961720544935
36,22.896094833595164
37,22.494623145504274
38,21.215643421578523
39,18.82156402385177
40,18.626557782767474
41,20.403487081573783
42,20.476309947691103
43,21.221309768750473
44,17.49710471756792
45,14.890676698822906
46,15.769815253750714
47,16.199048040454514
48,20.854514174530472
49,16.205566334839606
50,13.426168403994058
51,14.638189782036676
52,14.08140236398448
53,14.159607291567152
54,17.59764586439455
55,13.659607416420167
56,11.05284371583358
57,11.738598224621464
58,12.732200542394665
59,13.133162153861372
60,12.51644530457575
61,11.523189599502489
62,12.026669609143537
63,12.111343986861371
64,11.134428740238798
65,10.942159070369701
66,10.3318079824033
67,10.737285023380593
68,10.629745850355729
69,10.112053663834281
70,10.779698248646685
71,9.377907980812921
72,9.628089104297656
73,9.26040012018692
74,12.692119282340082
75,9.975749160932457
76,10.128221725611295
77,7.238243005356351
78,7.712443399659677
79,7.92251352434573
80,9.717264244982585
81,9.991386571598513
82,7.999882113069728
83,7.5869398653795175
84,8.527940814506605
85,8.147411398265673
86,7.805918454663189
87,7.871124787491877
88,7.677214744125587
89,7.1117150186916485
90,7.61122854642822
91,7.474759540005007
92,6.885580741034614
93,7.067203405398677
94,7.036335288153754
95,7.28526552034461
96,8.546348000033467
97,6.191941508463615
98,5.605318270789253
99,6.535191759164783
100,7.290716894122138
101,7.186505460048068
102,5.894101616495473
103,5.916155401404929
104,6.48660587988038
